user_age,steps_taken,sleep_hours_tracked,avg_resting_hr,calories_consumed,protein_intake_g,room_temp_c,room_co2_ppm,spo2_percentage,readiness_score
59,6827,12.378596959802808,61.0,3350,70.8581097205161,21.63634602682519,,94.95649888903833,75.50012282011376
45,9198,8.43576783258344,62.0,2597,128.85588530702307,26.155916674026212,685.0,94.98199132391095,84.5081113024171
33,13439,7.87801495444066,86.0,2326,90.37838503056727,24.128870338161313,590.0,96.20810709534346,72.29402106547926
32,10988,8.607295171701445,75.0,1908,51.9233540894034,23.52289902937098,555.0,97.00501367933286,66.41753993341781
64,9452,8.77693976505589,55.0,3613,78.48119393895479,17.70826566508641,441.0,98.5131724005952,77.04135521016849
61,9621,7.247003726095623,,2715,93.85017081608815,22.43209331691896,245.0,98.07658310378532,78.07635498983842
20,8152,6.363765954766739,77.0,1833,116.93415844335976,21.612466427688574,636.0,96.4482577432794,65.7182816125658
54,9953,8.579011235379067,65.0,1697,71.86140838448378,21.590857223575316,,97.54023295692664,67.21287708100192
24,0,8.194279512956614,70.0,3151,73.86670332586357,18.091466318145898,401.0,95.73469114130475,50.55527076913502
38,6961,6.042197821639065,67.0,1777,90.70296381442216,19.280578444256076,493.0,97.11151863347473,67.50398950386311
26,8844,10.054264100461076,83.0,3512,116.20274459841977,21.829956280235542,908.0,96.90636506044969,73.55722651807976
56,3971,8.02803366538137,61.0,746,48.93736393211911,24.78588944547615,831.0,99.10645343474198,64.29205923992672
35,9352,8.813674852081736,69.0,3253,105.16063892975237,20.523688575401444,303.0,97.74033262573819,69.68301320734726
21,7284,10.005457597823854,64.0,2692,76.07812409614031,21.00015318223933,583.0,95.84382243099594,57.15315960552163
42,14144,7.539399878096702,56.0,2471,80.2670225475454,26.45272998821552,890.0,95.85916776128097,78.33325440646313
31,13505,8.070513612571407,85.0,2294,150.04727235389248,21.25794402708041,556.0,96.5003627006578,84.11437352458408
26,6369,8.95804902931101,58.0,3534,84.10592326345423,21.678026190366047,546.0,94.65330099333538,61.88163116548579
43,7472,6.195250049159906,69.0,2824,112.6408125092574,21.711888044870648,818.0,,71.63644926786208
19,7741,7.597292993122801,54.0,1858,111.56741511610045,18.636237133988722,797.0,96.78451118552745,85.81149844427709
37,6419,7.725987455972067,64.0,1368,54.5992825770448,23.42949530853779,787.0,97.69979031844956,65.53533965801273
45,8682,5.77909460696989,71.0,2506,34.63817024331288,20.36780970353915,547.0,97.91818802822327,60.83511238515068
64,5346,11.67174621961298,61.0,2399,114.62946277250732,21.924823457400656,732.0,97.14837461408206,76.38531226920507
24,4042,4.966871801713675,72.0,1488,57.49361422654444,23.110932411044494,898.0,94.55501097004066,44.248024930250594
61,10179,5.1634129733631156,65.0,2366,40.07451136286919,26.85639397258848,590.0,95.16843020327839,62.91954923610744
25,10203,9.865607836266442,,2055,120.78486644532593,18.70557488863439,519.0,96.09234261460087,90.8367152006397
64,5184,8.783879251433776,78.0,2405,59.41719798673221,24.16245546266556,846.0,97.97843717295234,57.79166062003258
52,11133,5.6532633285345995,63.0,2835,66.82447572946818,24.17180814043492,1009.0,,62.387690439744844
31,5789,8.593120227183046,68.0,3295,149.23119465267885,20.404463068051818,1023.0,96.62584259035785,67.00684545330647
34,8886,10.142130800995158,69.0,2945,40.20793915855287,23.498759620129952,525.0,100.53959561465031,68.70393636986826
53,10871,7.445526496325425,,1967,52.31141875779224,26.108590378229728,545.0,99.34235137759853,68.14711500350066
57,7882,12.177881220134248,68.0,2621,76.20905572578238,20.087571976968896,394.0,98.85987909677786,77.98504173175405
21,9591,4.396688740437536,69.0,2437,82.79229480496734,22.603674492837886,623.0,98.05098723188895,67.76951533811196
19,6192,8.748882216946384,66.0,1600,63.1876415364704,23.012003409849463,385.0,97.68781263076256,71.12792812857438
23,7312,9.599751005197806,68.0,2638,55.24034708031251,23.335447137383873,494.0,97.57836405416661,72.79181896256507
59,7279,9.104419022889445,78.0,3514,135.29982973295793,23.92322940179003,740.0,94.2924563074563,66.37346937625668
21,5386,7.132159692037833,73.0,2419,97.88958372314147,22.415762070630436,677.0,95.42307346480794,60.87910604632445
46,7381,6.977205332379931,73.0,1443,107.55506232627565,23.283590465870006,237.0,,72.76084029246708
35,2579,8.299461307957063,73.0,2418,85.88324470324392,19.721315874690692,914.0,97.19180874311637,60.225611767150106
43,6280,8.968358075973725,66.0,1671,98.6836484657741,22.410008734098895,382.0,96.81331521573611,83.27594642361119
61,7002,8.584452185308255,70.0,2918,117.98704983328771,20.809146835798714,407.0,97.4084151718165,67.24210407272237
51,7103,9.372104203428101,,2714,60.11102956363996,18.92542773711478,352.0,93.84504917538604,64.26462054319958
27,7154,5.6660340772798765,78.0,2297,97.94507989553945,20.72713862640775,467.0,97.758496454229,64.43633299643409
53,7783,7.090012237577458,45.0,2201,110.88126940223674,22.673640980495144,420.0,97.09320633371799,76.25522612519211
31,9678,5.807971322177242,67.0,2272,136.3439203915278,23.08949319092548,425.0,96.71882506186255,68.92798870950963
48,11060,6.804997003044945,77.0,2404,148.43672939405283,18.828852197693074,107.0,98.3909680517904,74.34827996985442
32,5725,9.32739760526575,57.0,1936,92.09579390945284,19.65580820818782,625.0,95.43169992494566,65.31901563594346
25,3788,7.694371057305412,71.0,1567,124.15916849061402,23.811640699233052,646.0,96.64465772105801,76.43462830547764
31,4352,12.192346493669586,62.0,3083,9.894961998853589,23.27037023153966,1048.0,97.42662761709774,65.50044143018133
40,6294,7.848131460941491,65.0,2168,136.56848728130143,24.21775665511588,697.0,95.72048303708554,74.76260804522246
57,6768,7.607445385043525,75.0,2500,68.22349014837589,25.4195760679414,500.0,93.99498403287676,53.77073343615942
38,5305,7.691129254992389,69.0,2571,82.76707653036327,23.344717773976498,359.0,95.2704398344819,59.95345694788719
33,3463,6.351944352852115,51.0,2593,103.23313453101063,20.96298093207282,580.0,96.90291911913417,59.80423155161516
62,6403,7.395894097720332,60.0,1695,85.39672898053459,22.287123645204794,689.0,96.6264703845057,67.35769364169093
35,8634,9.530018448800963,75.0,1394,95.89360138704403,26.149742752318456,499.0,96.97260092624994,81.11228842026065
64,10082,7.70514720262999,71.0,2046,137.6307890467843,28.911122494463466,612.0,96.01108473381481,97.58414634767865
41,6049,6.071772486209752,81.0,2637,78.47339863962085,23.157740914355898,979.0,95.03160425117031,50.623592761630384
43,6554,5.834847683138457,81.0,1963,57.3922855049834,23.338885347028267,523.0,97.20551238731188,48.872390726554855
42,4756,6.689636595001482,65.0,2187,144.40391571895654,23.81427091749354,222.0,96.75021550827041,62.48464859902383
62,7889,40.20057511520183,,3676,105.80292651014032,22.05948211454841,774.0,97.9567523241425,72.3326700491155
58,5030,9.648455763857271,68.0,1292,147.66716925940392,24.90963475585656,662.0,95.87847282560831,75.50837728646248
46,10005,5.087120445540414,60.0,1946,115.90889731736712,24.520113231832127,258.0,93.96872201373202,72.98802142279543
32,1749,6.924312699800239,62.0,3537,50.2921682395969,22.88594111787204,685.0,93.09331003232482,50.316013879850836
62,6741,7.759758034983142,49.0,2373,109.36154015270644,21.20495023498596,400.0,96.39779617827838,86.36297916674502
18,9053,4.199329618267018,80.0,1976,60.48155802352336,18.198259031557157,688.0,97.1918637431767,55.83417735158978
42,8643,5.999523090660468,80.0,3101,90.22295407319001,23.831033869035625,981.0,96.65153121705725,64.91493708762717
24,17425,6.276200628474864,59.0,2433,87.72856789176727,22.53214578806526,564.0,96.15227432151812,75.11281704833607
26,9224,6.067253327069103,66.0,2191,41.470085861008315,20.155580673364746,816.0,94.61292638026286,59.98969744338966
41,4485,7.845401181038965,68.0,2515,65.6156853131464,19.175199337513433,354.0,94.16595669293918,52.708662669344335
18,7665,7.210992702896765,60.0,2005,156.155619004773,23.65358212345813,296.0,97.5509121714919,80.38670906198189
61,1783,6.500485015318135,53.0,1789,97.15132214523493,17.99690919595759,1003.0,96.65859815531577,60.08650407242745
25,7717,8.270332727794743,66.0,2331,84.73211596011143,22.749102968609513,661.0,96.45472252785991,76.66470228250661
41,5084,10.60153449176325,65.0,1793,144.38670659822776,24.108876022922235,,94.68737356762432,64.3902731622946
28,11203,10.450661730135154,64.0,2406,78.11294069792494,23.374732216041558,830.0,95.55061510013498,79.08339598269093
34,6076,4.039010810287794,69.0,2612,87.25738914092639,21.0231505641039,494.0,97.0676565242646,51.27678170300222
25,7591,8.538729930903251,79.0,2911,119.72408568368549,18.876563788812714,765.0,97.42692393019759,71.47030097653568
52,5775,7.1795580778850905,65.0,3076,77.9779260415095,23.467548099487974,,96.75363980188726,69.14447686422002
52,14085,7.779279617157641,69.0,2156,67.60437781942497,25.00130772988355,341.0,99.06887413924359,74.64264203434205
50,6875,6.783090539623412,73.0,2699,22.38730753917848,20.5681666131424,902.0,96.13675915621555,64.76149232965409
22,14413,7.711659533796964,72.0,2695,61.905050598517164,23.26727050073215,861.0,98.9303078822647,73.19979333530829
59,10849,7.7725333129296335,63.0,2596,61.61916762031161,25.953787796829523,343.0,97.325300141938,72.87950046544762
56,9687,6.457886836771938,68.0,2112,94.7570008640583,22.847117741104025,640.0,97.1622001634312,71.6059336032735
58,9290,5.886538413914675,72.0,1783,71.68625202816672,21.00779963780553,553.0,98.3987840747191,58.05817152043739
45,9378,6.692347771284928,58.0,2701,154.74057032571588,24.602133850157895,883.0,96.06380897877374,84.39880784651555
24,1253,7.921666676022178,78.0,1375,58.27113209295582,20.15609756460547,317.0,96.50619481123756,54.450073484952775
26,7023,8.578193415031675,79.0,2239,132.01940060572215,18.754519962367443,1320.0,95.16468765093721,68.63392112873845
25,10958,9.036028159212265,62.0,867,96.59258865382647,24.030802977864948,565.0,98.40281878225811,76.14130881832574
29,7828,6.610457958479557,69.0,1598,114.20322107137167,20.984594341291093,747.0,97.5032581618527,75.96017511524859
51,3081,8.010920221144927,73.0,1873,112.3805878420761,21.208697464990788,877.0,98.64669002785692,61.4237444951484
50,7816,9.232504665515938,63.0,3058,23.452934090627508,20.432648411122322,560.0,97.30729510472007,61.862183883479474
40,13964,,71.0,2812,89.65341963070328,20.81795651111479,577.0,98.65456332278697,78.47851701552446
41,12364,7.39410086256326,69.0,2067,82.13315588298504,25.507583568817164,499.0,95.87906631358032,71.5878687022803
54,7782,7.102322895108697,0.0,2837,56.01065715926198,26.156246914459167,422.0,98.48085948545572,64.01012064001631
52,11330,7.844023620905506,71.0,2932,103.78878111647604,26.48744659036152,654.0,96.40327760881954,79.27414794447148
61,6717,5.43052654878467,59.0,2303,141.49620947632414,24.725301552943783,572.0,97.00379790452537,73.42440585142143
57,2036,7.151502880136086,75.0,1569,9.809890683478017,23.165678149433095,498.0,98.09253326999053,48.288370015971175
39,4764,8.840255517251634,62.0,2275,73.96590972474837,18.419286020167217,509.0,100.49176186442179,70.75636572581554
44,13470,8.655504832998663,66.0,2341,52.62701507659131,21.531188242749124,715.0,98.23007931056657,75.47509561994819
52,7041,7.013518312145,78.0,1660,92.1533347871308,27.39188622155922,440.0,98.37151920242886,63.74721145061602
18,7148,7.8918927619569,71.0,2620,80.23136150550012,20.910946053118366,550.0,96.18193306819758,75.70837824086547
52,6950,6.015629387476762,59.0,2567,71.82968361728466,25.785361186930686,779.0,97.23549698643939,54.6922980034756
54,14664,8.766285866805045,59.0,2667,110.68520484987177,22.13758954757636,649.0,96.8561990989977,86.79829868165221
64,13690,7.359921414954348,,2567,139.08543903171295,15.304644035367135,390.0,99.11149920183044,86.49704020191264
31,15765,7.003287386946951,71.0,2837,169.83955955273507,23.601213909172408,595.0,96.78109870719312,78.09701538247792
20,7443,6.848897095031904,70.0,2292,67.81112854594237,25.165636740445777,687.0,98.99281277852404,60.72213890647648
18,9034,7.386791039580255,61.0,2521,35.37373344545792,21.87751007839864,797.0,95.04752993992092,66.73190156183836
22,2691,,58.0,2161,106.7758930223502,25.082627511213534,448.0,99.09816598757476,60.13001601752403
43,13169,8.684657464804614,70.0,2049,138.3145420596961,17.830431213957283,488.0,95.70789873022272,85.7531214702339
31,3912,6.788489613570874,66.0,3202,114.41069901122185,18.536089340251575,460.0,98.2808262361312,70.59348745726837
56,8758,10.367335372849286,85.0,1173,138.19041118590934,22.51216077021422,470.0,95.7035043062962,78.84035800075237
44,4159,10.137378906266486,68.0,2926,83.23539988193642,23.19278681954383,681.0,,67.85351712587536
26,5938,5.895221718261892,82.0,2027,71.71276680680614,25.391447171480696,718.0,95.55611925922406,58.33040151166598
32,5069,7.625467684972705,58.0,1949,93.46307722203937,23.597311166871403,810.0,98.55472141213491,74.76059264625219
32,5872,6.328818081594849,55.0,2556,80.08340437899335,19.01592727658739,581.0,98.26786819890569,61.16117189526779
43,6113,39.108416084964574,59.0,1506,109.89282064021032,22.532614055185967,318.0,96.09896886360175,64.27347234527225
59,6081,11.104369441760635,77.0,1910,119.09303334010474,23.501818613220372,733.0,97.86712676348426,74.67299944901475
30,10916,,82.0,1890,121.44250993715657,17.314415003257178,631.0,98.42114897248369,79.92139448810784
49,4132,8.148406866739371,61.0,2267,105.3177801241317,21.890916325654963,611.0,95.6150214195645,63.548834748663374
56,8771,8.4743783292149,64.0,1917,97.37466980025899,21.16104364015444,343.0,95.44899573361229,78.93345383330679
49,12262,5.698867129530167,58.0,3360,113.83280067752546,20.36326731563564,560.0,95.39304290354669,81.00090099113393
21,6203,5.960828146063431,53.0,3478,31.11024277041836,23.24694262938168,361.0,95.1804959494366,55.90555493809583
47,5487,5.329159731465386,73.0,1186,96.31712257001826,19.12579618360519,,95.38586073097962,65.31123542416556
54,7193,5.905252678984001,69.0,2726,91.57434171511353,23.042198780009123,514.0,98.38718231372998,70.60761083167937
40,12129,2.369945803229072,68.0,2915,96.39241187914665,23.398727823022238,496.0,97.83677473189599,54.2476248624713
56,8679,8.480248321428531,56.0,2725,87.37129361237307,24.709408275652436,292.0,94.45599671921258,72.72915750451821
62,6140,11.197548914260926,81.0,2005,102.95566480384848,19.191451843018488,805.0,96.23474952189062,67.79941566581002
32,9693,7.766077330265748,63.0,2253,72.76191235397954,18.23691445411363,548.0,95.26324511691507,76.25475744828121
60,4141,4.950716053186907,72.0,1951,123.8857028836089,22.69725901834753,617.0,98.29229529476328,51.710229056143376
46,10384,6.343002510780094,56.0,2147,104.20949332240423,21.284321915330747,452.0,96.32553139572087,70.32702954887652
53,9430,6.674021678955006,66.0,1674,94.52057573651582,29.256625656234302,269.0,94.68335886576918,61.72752758175912
30,6922,5.668347401015923,70.0,2331,69.0745028809164,23.14624619060733,493.0,97.25524760165587,58.231490342019484
49,5064,9.048328749111281,,1498,114.45950655623716,22.145404279260454,525.0,97.90973816219704,82.58082728363385
24,4896,8.958468079875601,69.0,2279,96.19979095483473,21.567930110808962,658.0,95.56945235014234,59.32725420230213
39,9871,5.420186771128213,71.0,1650,67.3354981938925,18.954845386401377,528.0,96.60262612497787,61.66617667772087
45,12301,8.805145880005515,58.0,2524,88.30015372760285,23.409703882386495,456.0,95.64640677303963,80.10020073835757
19,5769,10.248262794439079,69.0,1992,108.87247857723719,21.802137434323004,299.0,98.86607108817817,72.37762729813039
59,9604,21.26814194046792,68.0,2574,106.54720616459475,21.80421579142641,609.0,96.3529627946921,86.97714666835532
62,695,12.657381641554732,69.0,3048,104.61026903424465,22.236108313746637,440.0,95.9172427041064,57.83757591486968
23,5953,5.876413231002244,68.0,3353,92.77594175223231,22.553031324793114,864.0,96.92301175922628,51.11397160660975
45,7891,12.583596767511366,57.0,883,120.7745859990569,17.651860885206197,630.0,96.68867600504964,79.83785746979333
45,4816,6.862428500684181,57.0,1899,127.1338951143483,24.09255751592733,712.0,98.03274009079901,68.04322573752428
61,4722,6.433562180315074,50.0,2218,112.11967847026622,19.883889062960193,550.0,98.82407083889333,58.75924621341595
61,5662,8.088730274780122,74.0,2676,72.37646175432879,21.654919506328433,640.0,98.83543487653375,66.70508636414816
37,9022,6.452289598632578,74.0,1409,58.25814848128447,25.21476230166322,421.0,96.42713895911129,57.14330436243753
47,7344,8.218279453163747,74.0,1810,73.6818069908522,26.448621480675286,364.0,97.45767044972148,68.64371268160211
28,166,5.123861062072857,70.0,2478,148.6097024393017,17.74876390343402,603.0,99.23274986543568,49.116510034296084
45,577,7.070245316285818,,2450,98.45087741482061,22.075612069186622,714.0,99.29049821256251,56.76108660730246
42,5875,9.814048021851022,59.0,2626,153.79325482579156,22.68228296291509,210.0,95.6861407679597,82.38495406276911
56,9601,7.397289675423919,69.0,2666,86.39404969237691,18.231174934521384,500.0,97.88836782496502,73.01139654788038
50,0,7.754872416131789,69.0,2603,82.23558988521235,24.006478411045414,968.0,97.63480835915774,53.83940175780181
18,6250,8.355465488491161,66.0,2516,87.77830390067778,22.290656693535432,,98.38958131666705,74.33447587202079
44,6158,9.607190932771788,70.0,2433,87.2347775984009,22.485398989237492,,98.86542635175668,69.87445601013238
30,12859,4.520595518059021,68.0,2798,66.79047264396827,19.706117704145164,473.0,95.4385359860587,60.36162412235821
58,6652,8.552143293307383,68.0,1056,55.53455195499969,23.03221660845337,508.0,95.96398254244814,62.166071567995466
20,9340,7.017349549364826,62.0,3326,105.04009881542589,24.095559890974844,793.0,98.36141313446139,71.68999744974006
56,8494,7.7999482115613095,75.0,1077,121.64702152792091,22.318244709314833,724.0,97.22204613227498,78.72019280170844
23,543,9.407910305572278,64.0,1752,163.34943901999205,20.715160247592365,581.0,93.65913818866628,50.36770977452601
25,10688,5.35046402745868,57.0,2263,76.98861279926933,20.90982670488409,347.0,94.50057633678131,71.93919385891299
44,8753,5.677240005402439,61.0,2803,79.42033539407775,22.550989267814913,831.0,97.99385971194847,65.1043125199183
26,9778,4.016226072515149,65.0,602,66.86312116646948,22.121993445951574,1102.0,98.25866638385747,56.52935726537261
54,21741,6.511513904825202,75.0,2383,123.77182288120702,24.262055297798486,285.0,94.97576844357961,70.37719447043236
50,705,9.89477821988187,67.0,2875,114.44962364388795,20.799354281189586,,98.64875134319176,57.57894661901045
59,14036,7.282943060747755,9.0,2996,63.691962543764205,18.954048493147937,506.0,96.70427900336253,80.14529586663326
61,6993,5.087775187821386,58.0,1981,62.9340573908117,22.89846519330126,533.0,95.46628880531796,57.44122799438873
41,9005,6.625778259764916,74.0,2219,118.57544275787693,20.80617536750324,653.0,96.15955616492721,78.41734406392816
32,7840,4.821848933716879,62.0,2030,101.49588453625223,23.959204872590917,358.0,95.16588516092679,56.99560416181853
49,6515,39.25441463957108,,2164,112.75166139033432,22.018846576144,,96.07613352492841,63.35846164177098
49,6005,8.199874038474684,79.0,1780,63.516945649832614,23.637033010912056,277.0,94.19665304366707,63.40845910942472
41,9153,5.387028012649148,72.0,1866,33.6682540826938,19.46420738317303,695.0,96.88925057650283,47.298872640742545
58,2689,9.502741749365944,54.0,2660,63.7510494995949,22.358465658074554,1046.0,97.880678031892,71.23520665920864
29,10627,7.371983476505395,53.0,2478,110.63300190033681,20.25184198154021,472.0,94.97886254881196,84.35303748745004
56,6543,7.654070467100146,67.0,2694,153.33173935904674,18.94906586730945,566.0,97.02553040593442,71.47788403967687
19,4044,6.998928658305791,58.0,2528,77.11608031417175,19.84723030482246,,95.79302195773538,64.77528201904825
20,6424,8.891126109378702,73.0,2822,158.27567645630597,20.638807270560353,797.0,98.00320125304636,80.75731487550064
54,12400,8.90968779799862,68.0,2926,114.89459302475063,25.11173631755963,681.0,93.52838936305164,66.97568434716175
34,6126,8.10309783344191,69.0,1354,48.20903094873521,20.572649001268353,784.0,98.0678332720735,60.331239761791316
19,9254,8.516620390633767,62.0,1887,96.42101513433096,18.821149374304444,498.0,94.27336510382047,75.37437664066641
19,5441,7.118238594143234,81.0,2261,115.91922835235582,22.32869355624167,686.0,96.68508948066491,68.84108741325774
45,10652,8.475965412436288,90.0,2386,17.235513043419402,22.072951651694186,-73.0,95.93662282527595,59.60767046255969
40,10399,6.891820004147148,65.0,1997,109.33353473740146,20.769867469974503,733.0,96.45894560978671,79.93112150394884
54,14470,7.504016919892323,70.0,2947,125.18163539469337,21.596941335384685,356.0,94.70591386483385,82.92694924153292
49,7385,7.0056412511406645,68.0,3587,101.96604372393429,24.440567714991428,,99.49020646077068,72.00783250409927
50,10340,6.677006629225447,65.0,2511,88.1483636795573,23.676764413497942,749.0,95.07015538358449,69.9913765940462
18,8343,6.259598764100778,61.0,2450,84.8122025099578,23.460575517184328,292.0,95.18851959103641,68.73879057061266
36,12535,8.341842186945994,59.0,2909,83.06033016924533,19.040803038699423,817.0,99.69223087762828,88.55140444484374
19,5484,9.859090643064235,58.0,1280,54.720605886986725,29.216370154288306,575.0,97.4840524541135,68.2079975186148
61,10607,9.607983549005207,71.0,2417,69.37428504285097,24.628130525685556,890.0,95.1186152148091,79.32265026594061
43,7318,5.238182395298216,63.0,2987,77.50217863043521,23.292571407977178,419.0,96.80681848614424,57.98929279149442
49,7775,9.820565492532372,47.0,2014,93.40483038677226,19.089220564006975,237.0,96.6464057960713,81.88522203673854
23,8321,6.927314697087728,71.0,1664,73.29555727028801,24.36932528183527,594.0,94.46852374363806,71.04559413282212
49,8882,8.581319427262065,67.0,2288,63.9261227250621,20.74717872425168,717.0,95.86260610897266,79.90714218116739
21,7593,5.8688124023150205,78.0,2363,112.79312577377536,21.514322988410086,734.0,96.96042893218704,71.7988522044549
28,8751,7.75556384497321,70.0,1854,101.11841915843567,17.798051809851792,372.0,98.89962685875633,70.87114334773808
34,13523,8.064701729214432,56.0,3657,73.82311389631299,18.896292285148725,275.0,96.71675523516096,85.06311419533618
55,11449,4.827711374544625,50.0,2112,105.18835414462762,23.096366247067838,537.0,96.829532188579,80.71899448150145
41,11042,8.594880899419541,62.0,1707,76.40526318942194,24.515586688176224,703.0,95.7772499935597,75.2233744810236
22,6405,9.922683014108967,62.0,2343,91.8919508846436,23.712261049487587,693.0,98.64383617181235,69.01662661238508
51,4887,,75.0,2944,119.251321641686,23.627047491857372,914.0,98.35348262725142,66.07237643674335
23,11343,32.34754657674696,67.0,2410,71.8877672050121,21.838083857600733,525.0,98.18400215947227,76.87878304958396
39,11066,7.158551711785666,77.0,2691,54.82765176498771,20.98323246158447,231.0,97.16775829760438,64.9789871650803
28,13154,9.029252155883912,57.0,1877,85.64596250935975,22.722237858913484,839.0,94.60213965714449,71.30004295743413
33,5886,3.5065740612880205,75.0,3292,49.09604951443614,24.053520807750683,639.0,98.63000484826455,49.476148325780485
50,7196,11.853800002764235,73.0,2737,81.67654471947074,22.01215563733398,656.0,97.08599462190668,66.06859033720406
26,2261,10.191824841437322,51.0,3028,81.58087562059629,25.025630049783512,753.0,96.53711271777048,63.94781109506034
23,6626,6.9876740923433776,78.0,2619,16.089476282833118,21.46232684045998,852.0,97.67268859283895,52.270280798301265
33,11487,3.9502397520411274,68.0,2894,105.9190549123353,19.54930266175987,595.0,97.33628455574203,56.30034697570809
46,6367,8.01845106294988,71.0,1876,84.51930699956038,21.9740943948975,835.0,95.39620300965716,61.46017156720532
20,10241,4.900934015267238,61.0,2105,125.45689358315806,22.26493069564892,710.0,96.51880320777093,69.91952145349998
37,7333,8.300736367603479,78.0,3207,96.46595939382247,21.794924831808977,468.0,94.1438608113765,69.02269731302783
53,9134,8.240818294495707,58.0,3335,112.06825710946644,25.20163890220565,553.0,97.12903995189843,84.34060587136517
36,3983,5.805474295796355,74.0,1711,125.7011625962113,24.013254951810097,723.0,98.99519165095171,50.15887933741435
43,8298,9.51774064250588,74.0,2549,86.04848751687761,18.422647528445726,458.0,94.30657729379729,74.42835956501548
20,0,8.950034465051113,60.0,2141,89.97530433408295,25.835917535495714,777.0,97.19294210471722,64.89202180663094
36,7345,9.256482007119414,83.0,1981,42.793703298293046,15.146457347927068,631.0,98.00271780069178,62.41371664671709
37,2293,7.515943866604012,69.0,2570,127.18613235702725,27.377560932131242,676.0,98.2245354755867,66.74377019899447
49,12220,4.952056679555328,73.0,3084,85.62907800835336,21.28173621610781,888.0,95.88071535876868,65.34747847517446
24,10720,9.260170089980047,55.0,2670,59.828083489560555,21.52608065837125,671.0,95.34665390550249,88.87566881018874
58,9633,7.013331481555576,84.0,2208,112.19167459462282,21.8499594025659,614.0,,77.41419501941594
50,13323,4.998395742253196,58.0,2708,24.606564241072448,22.96301358210045,583.0,98.78630654493918,58.90445866644736
57,4678,9.933670858753787,76.0,2184,77.12177331380465,21.999341996832893,573.0,94.43566653201405,53.10491062176032
